type,name
Crop,Oil Palm
Crop,Knolkhol
Crop,French Beans
Location,Himalayan Mountains
District,Budgam
District,Anantnag
FarmerPractice,Polyhouse
Crop,Off Season Vegetables
Location,Delhi
Location,Manipur
FarmerPractice,Human Labour
FarmerPractice,Polyhouses
Crop,Off-Season Vegetables
Crop,Main-Season Vegetables
Fertilizer,Manure
Season,2014-15
FarmerPractice,Bullock Labour
Soil,Rental Value Of Land
Region,Kashmir
Region,Ladakh
FarmerPractice,Vegetable Processing Units
FarmerPractice,Transportation Facilities
FarmerPractice,Packing Material
FarmerPractice,Storage Facilities
Nutrient,Quality Seeds
Weather,Market Conditions
Seed,Quality Seeds
Crop,Seedling
FarmerPractice,Packing And Transportation Facilities
Soil,Alluvium-Derived Soils
Soil,Khaddar
Soil,Hangar
Soil,Calcareous Soil
Soil,Loamy Soil
Nutrient,Organic Matter
Crop,Moong Bean
Crop,Lentil
Crop,Bengal Gram
Crop,Pea
Crop,Sesame
Crop,Tobacco
Crop,Chillies
Crop,Green Peas
State,U.P.
Season,2020
Crop,Betel
Irrigation,Energy Efficient Pumps
FarmerPractice,Mechanization
FarmerPractice,Crop Residue Management
Season,Mid-November
Crop,Soyabean
Crop,Red Chillies
Location,Lasalgaon
District,Nashik
Fertilizer,Natural Fertilizer
Pesticide,Natural Pesticide
Location,Mysuru
Organization,Hopcoms
Crop,Ratnagiri Alphonso
Crop,Badam
Crop,Raspuri
Crop,Saindoora
Crop,Mallika
Crop,Daseri
Crop,Kesar
Crop,Malagoa
Crop,Valaja
Crop,Imam Pasand
Crop,Rumali
Crop,Beans
Crop,Carrots
FarmerPractice,Poly-House Farming
FarmerPractice,Greenhouse Technology
FarmerPractice,High-Density Planting
District,Mysuru
District,Mandya
District,Chamarajanagar
District,Ramanagaram
District,Chickballapur
District,Doddaballapur
District,Shivamogga
District,Khammam
Location,Koyambedu
Location,Aswaraopeta
Location,Garimellapadu
Location,Sattupalli
Location,Yerrupalem
Location,Penuballi
Location,Khammam Rural
Location,Dindigul
Location,Theni
Location,Udumalpet
Location,Champagne
Location,Paris
Location,New York
Location,London
Country,France
Weather,Weather
Crop,Black Tea
Crop,Orchard Crops
Location,Jalandhar
Country,Kenya
Country,Sri Lanka
District,Drought-Hit Districts
Season,South-West Monsoon
Weather,Heat Wave
Weather,La Nina
Weather,El Nino
Irrigation,Long-Term Irrigation Fund
FarmerPractice,Intertek
Location,Gujarat
FarmerPractice,Irrigation Fund
Disease,Drought
Location,Punjab Agricultural University
Country,Angola
Location,Ohio State University
Crop,Corn
Crop,Dussehri Mango
Crop,Genetically Modified Crops
Weather,Storm
Weather,High Speed Winds
FarmerPractice,Comprehensive Agriculture Information System
District,Jhansi
District,Mau
District,Unnao
District,Meerut
District,Etawah
District,Gonda
Crop,Transgenic Crops
Crop,Gm Mustard
Crop,Urad
Weather,Excess Rainfall
Disease,Water Logging
Pest,Pink Ball Worm
FarmerPractice,Broad Bed And Furrows (Bbf) Technology
Pest,Dimond Back Moth
Pest,Apple Leaf Blotch Miner
Pest,Mango Soft Scale
Pest,Cassava Mealybug
Pest,Rugose Spiraling Whitefly
Pest,Tomato Leafminer
Crop,Brassicaceae
FarmerPractice,Micro-Irrigation
FarmerPractice,Water Harvesting
Disease,Algae Eutrophication
Weather,Climatic Change
Nutrient,N:P:K Ratio
FarmerPractice,Marginal Farmers
FarmerPractice,Fragmented Land Holdings
FarmerPractice,Inm
FarmerPractice,Ipm
FarmerPractice,Natural Farming
Pest,Yellow Stem Borer
Pest,Pink Stem Borer
Pest,Bph
Disease,Lepidoptera
Disease,Pyralidae
Disease,Noctuidae
Season,2025
Soil,44-Million-Hectare
Nutrient,97 Million Tonnes
Pest,Paddy Stemborer
Pest,Scirpophaga Incertulas
Pest,Trichogramma Japonicum
Pesticide,Bacillus Thuringiensis Var Kurstaki
Pesticide,Neem Seed Kernel Extract
Crop,Tnau Lfr 831311
Crop,Cauveri
Crop,Akash
Crop,Tkm 6
Pest,Trichogramma Chilonis
Pesticide,Nske
Pest,Myllocerus Sp.
Pesticide,Phorate
Crop,Lab Lab
Pest,Calocoris Angustatus
Pest,Mylabris Pustulata
Pesticide,Demeton
Pesticide,Neem Azal
Pest,Sesamia Inferens
Pest,Earhead Bug
Pest,Blister Beetle
Pest,Cotton Bollworms
Pest,Green Bollworm
Pest,Cotton Aphid
Pest,Thrips Tabaci
Pest,Trichogramma Spp.
Pest,Coccinella Sp.
Pest,Menochilus Sexmaculata
Pest,Goniozus Spp.
Pest,Empoasca Kerri
Disease,Aspergillus Flavus
Crop,Mung Bean
Fertilizer,Rice Straw
FarmerPractice,Light Traps
FarmerPractice,Mulching
Fertilizer,Nitrogenous Fertilizers
Disease,Peanut Stripe Virus
Disease,Groundnut Rosette Virus Complex
Disease,Peanut Bud Necrosis
Pest,Serratia Marcescens
Pesticide,Quinolphos
Pesticide,Phosalone
Pest,Spodoptera Litura
Pest,Leaf Hopper (Jassids)
Pest,Amrasca Biguttula
Pest,Parakeet
Pest,Psittacula Krameri
Pest,Gram Pod Borer
Disease,Magnoporthe Grisea
Disease,Helminthsporium Oryzae
Disease,Helminthosporium
Disease,Curvularia
Disease,Alternaria
Disease,Fusarium
Disease,Puccinia Penniseti
Location,Tamil Nadu
Pesticide,Tricyclozole
Pesticide,Metominostrobin
Pesticide,Azoxystrobin
Pesticide,Metalaxyl
Pesticide,P. Fluorescens
Fertilizer,Cowdung Extract
Fertilizer,Prosopis Leaf Powder
Fertilizer,Ipomoea Leaf Powder
Pesticide,Fenazaquin
Pesticide,Aureofungin
Pesticide,Eucalyptus Leaf Extract
Pesticide,Bacillus Subtilis
Pesticide,T. Viride
Disease,Fusarium Oxysporum F.Sp.Udum
Disease,Helminthosporium Nodulosum
Disease,Leveillula Taurica
Disease,Cercospora Canescens
Disease,Maydis Leaf Blight
Disease,Downy Mildew
Disease,Rust
Crop,Tnau Maize Hybrid Co-6
Crop,Vbn 4
Crop,Vbn 6
Crop,Vbn 7
Crop,Redgram
Nutrient,Potash
Pesticide,Trifloxystrobin
Pesticide,Tebuconazole
Pest,T. Viride
Pesticide,Difenaconazole
Pesticide,Krexoxym Methyl
Pest,Bacillus Subtilis
Pest,Trichoderma Viride
Pest,T.Harzianum
Pest,P. Fluorescens
Pesticide,Monocrotophos
Crop,Coconut Leaves
Disease,Puccinia Helianthi
Disease,Alternaria Leaf Spot
Disease,Root Rot
Fertilizer,Castor Cake
Fertilizer,Mustard Cake
Disease,Pseudomonas Plantarii
Disease,Seedling Blight
Disease,Pseudomonas Avenae
Disease,P. Syringaepv. Panici
Disease,Bacterial Brown Stripe
Disease,Xanthomonas Oryzae Pv. Oryzicola
Disease,Halo Blight
Disease,Pseudomonas Fuscovaginae
Disease,Sheath Brown Rot
Pesticide,Kasugamycin
Pesticide,Vitavax
Fertilizer,Iron Compounds
Pesticide,Streptocycline
Pesticide,Oxytetracycline
Country,Japan
Location,West Africa
Location,Asia
Location,South America
Location,Central Africa
Location,Madagascar
Weather,Tropical Regions
Weather,Temperate Regions
Disease,Pseudomonas Syringae Pv Syringae
Disease,Grain Rot
Disease,Pseudomonas Glumae
Disease,Erwinia Herbicola
Disease,Foot Rot
Disease,Erwinia Chrysanthemi
Disease,Xanthomonas Translucens
Disease,Peppery Leaf Spot
Disease,Varnish Spot
Disease,Corky Root
Disease,Bacterial Pith Necrosis
Disease,Common Bacterial Blight
Disease,Black Leg
Location,Japan
Location,Korea
Location,Taiwan
Country,Philippines
Country,Australia
Country,Hungary
Country,Chile
Weather,"Cool, Wet, Windy Conditions"
Weather,High Relative Humidity
FarmerPractice,Dry Heat Treatment
FarmerPractice,Field Sanitation
FarmerPractice,Genetic Resistance
Disease,Bacterial Diseases
Pesticide,Bactericides
Weather,Humidity
Irrigation,Overhead Irrigation
District,Dharmapuri
Biofertilizer,Azospirillum
Biofertilizer,Phosphobacteria
Biofertilizer,Azophos
Pesticide,Pyrazosulfuron Ethyl
Fertilizer,Super Phosphate
FarmerPractice,Precision Agriculture
FarmerPractice,Conventional Farming
FarmerPractice,Integrated Weed Management
FarmerPractice,Drip Fertigation
FarmerPractice,Transplanting
FarmerPractice,Direct Wet Seeding
Crop,Rainfed Rice
Crop,Semi-Dry Rice
Crop,Upland Rice
Fertilizer,Green Leaf Manure
Fertilizer,Rock Phosphate
Fertilizer,Cuso4
Microorganism,Methylobacterium Sp.
Crop,Short Duration Rice
Crop,Medium Duration Rice
Crop,Long Duration Rice
Soil,Saline Soils
Location,Wetlands
Location,Cauvery Delta Zone
Nutrient,Zn
Nutrient,S
Nutrient,Fe
Nutrient,Cu
Nutrient,Mg
Pesticide,"2,4 Dee"
Pesticide,Pretilachor
Pesticide,Bensulfuron Methyl
Pesticide,Oxadiazon
Pesticide,"2,4-D"
Pesticide,Chlorimuron Methyl
Pesticide,Metsulfuron Methyl
Crop,Sunnhemp
Crop,Kolinchi
Crop,Daincha
Crop,Sesbania Aculeata
Crop,Sesbania Rostrata
FarmerPractice,Field Water Tube
FarmerPractice,Alternate Wetting And Drying Irrigation
FarmerPractice,Puddling
FarmerPractice,Dry Ploughing
FarmerPractice,Laser Leveling
FarmerPractice,Cono-Weeder
FarmerPractice,Hand Weeding
FarmerPractice,Mechanical Weeding
Nutrient,Inorganic Nitrogen
Pest,Echinochloa Crusgalli
Pest,Panicum Repens
Pest,Eclipta Alba
Pest,Monochoria Vaginalis
Pesticide,Cycocel
Pesticide,Kaolin
Nutrient,Kcl
Nutrient,Znso4
Nutrient,Feso4
Fertilizer,Azospirillum
Fertilizer,Phosphobacteria
District,Kanchipuram
District,Tiruvallur
District,Pudukottai
District,Ramanathapuram
District,Virudhunagar
District,Sivagangai
District,Kanyakumari
FarmerPractice,Rainfed Rice
FarmerPractice,Semi-Dry Rice
Nutrient,P2O5
Nutrient,K2O
Fertilizer,Tnau Rainfed Rice Mn Mixture
Crop,Pmk (R) 3
District,Tiruvarur
District,Nagapattinam
Season,Kuruvai
Season,Samba
Season,Thaladi
Crop,Blackgram
Fertilizer,Npk
Pesticide,Azophosmet
Nutrient,Moisture
Nutrient,Nitrogen
Fertilizer,Rice Bran
Fertilizer,Rice Polishing
FarmerPractice,Parboiling
Crop,Puffed Rice
Crop,Flaked Rice
Crop,Quick Cooking Rice
Crop,Expanded Rice
Pesticide,Bran Oil
Crop,Rice Bran Oil
Nutrient,Oryzanol
Nutrient,Tocotrienol
Biofertilizer,Psb
Pesticide,Azadirachtin
Pest,Nilaparvata Lugens
Biocontrol_agent,Pseudomonas Fluorescens
Disease,Brown Spot
Disease,Drechslera Oryzae
Pesticide,Propineb
Pesticide,Picoxystrobin
Pesticide,Pseudomonas Fluorescens Tnau
Disease,Sarocladium Oryzae
Pesticide,Ipomoea Leaf Powder
Pesticide,Prosopis Leaf Powder
Disease,Rhizoctonia Solani
Pesticide,Flusilazole
Pesticide,Iprodione
Pesticide,Pencycuron
Pesticide,Thifluzamide
Disease,Ustiloginoidea Virens
Fertilizer,Cow Dung Extract
Fertilizer,Bleaching Powder
Pesticide,Copper Hydroxide
Fertilizer,Kcl
Fertilizer,Halogen Mixture
Fertilizer,Halopolymer
Disease,Chlorotic Symptoms
Nutrient,Azospirillum
Nutrient,Phosphobacteria
Pesticide,Ga 3
Nutrient,Zinc Sulphate
Nutrient,Micronutrient Mixture
Soil,Red Sandy Loam
Season,Irrigated
Season,Rainfed
Crop,Pulse Crop
Fertilizer,Azophos
Pesticide,Pe Atrazine
Nutrient,Potassium Dihydrogen Phosphate
Disease,Puccinia Purpurea
Disease,Ergot
Disease,Sphacelia Sorghi
Disease,Peronosclerospora
Disease,Head Mould
Disease,Aspergillus
Disease,Phoma
District,Theni
District,Tirunelveli
District,Thoothukudi
District,Tiruchirapalli
District,Erode
District,Coimbatore
Season,South West Monsoon
Season,North East Monsoon
Crop,Rainfed Sorghum
Fertilizer,Cotton Seed Kernel Powder
Disease,Peronosclerospora Sorghi
Disease,Macrophomina Phaseolina
Disease,Sphacelotheca Sorghi
Soil,Salt Solution
Soil,Common Salt
Season,Winter Season
Season,October - November
Season,June - July
Pest,Shootfly
Crop,Cumbu
Fertilizer,Mnso4
Pesticide,Common Salt
Disease,Claviceps Fusiformis
Disease,Puccinia Substriata
Soil,Soil Moisture
Irrigation,Irrigation Channels
Season,Rainfed Conditions
FarmerPractice,Direct Sown Crop
FarmerPractice,Transplanted Crop
Crop,Co (Cu) 9
Crop,Tnau-Cumbu Hybrid-Co 9
Crop,Co 10
Nutrient,Cuso4
Nutrient,Azophos
Pesticide,Oxyfluorfen
Crop,Seedlings
Crop,Earheads
Pesticide,Pe Oxyfluorfen
Pesticide,"2,4-Dee"
Pesticide,"2,4-D Na Salt"
Crop,Ragi
Crop,Finger Millet
Soil,Glomus Fasciculatum
Weather,450-500 Mm
Nutrient,10%
Nutrient,12%
Nutrient,15%
Nutrient,40:20:20 Kg/Ha
Soil,3 Cm
FarmerPractice,30X10 Cm
FarmerPractice,22.5 X 10 Cm
FarmerPractice,4-5 Lakhs Per Ha
Nutrient,10 Kg/Ha
Nutrient,25 G/Kg Seed
Nutrient,0.5 Kg/Ha
Nutrient,0.05 Kg/Ha
Season,3 Das
Season,20 Das
Season,10 Th
Season,20 Th
Season,15 Th
Season,17 Th
Season,30 Th
Season,32 Nd
Season,21 Days
Season,6 Hours
Season,2 Days
Soil,1:1 Ratio
Soil,3 M
Pesticide,Iprobenphos
Fertilizer,Cacl2
Fertilizer,Sulphur
Disease,Crazy Top
Weather,Moisture Stress
Weather,Excessive Moisture
Location,Southern Districts
Soil,Vertisols
Pesticide,Tnau Maize Maxim
Pesticide,Beauveria Bassiana
Disease,Puccinia Sorghi
Disease,Exserohilum Turcicum
Disease,Helminthosporium Maydis
Pesticide,Kresoxim-Methyl
Pesticide,Cyproconazole
Pesticide,Difenoconazole
Fertilizer,Tnau Mn Mixture
Crop,Grain Sorghum
Crop,Bajra Napier
FarmerPractice,Solar Light Trap
FarmerPractice,Sex Pheromone Traps
FarmerPractice,Chisel Plough
Fertilizer,Fym Or Compost
Fertilizer,Composted Coir Pith
FarmerPractice,Spacing
FarmerPractice,Harvesting
FarmerPractice,Seed Storage
Pesticide,Tetrazolium Chloride
Pesticide,Halogen Mixture
Pesticide,Caocl 2
Pesticide,Caco 3
Crop,Albizzia Amara
Pesticide,Imidachloprid
Fertilizer,Micronutrient Mixture
Fertilizer,Znso 4
Fertilizer,Boric Acid
Nutrient,Psb
Pest,Pseudomonas Fluorescens
Nutrient,Rhizobial Culture
Nutrient,Pgpr
Crop,Small Millets
Crop,Co(Rg) 7
Crop,Vamban (Rg) 3
Crop,Co 6
Crop,Co 8
Crop,Vamban 2
Crop,Lrg 41
Pesticide,Imazethapyr
Pesticide,Quizalofop Ethyl
Nutrient,Naa
Nutrient,Salicylic
Fertilizer,Calcium Chloride
Nutrient,Phosphobacterium
Fertilizer,Composted Coirpith
Pesticide,Rhizobium
Disease,Yellow Mosaic
Disease,Leaf Crinkle
Disease,Leaf Curl
Disease,Rhizoctonia Bataticola
Pesticide,Naa
Pesticide,Salicylic Acid
Pesticide,Tnau Pulse Wonder
Nutrient,Micronutrients
Crop,Greengram
Crop,Rice Fallow Pulses
Location,Delta Area
District,Pattukottai
District,Tanjore
Season,Jan.-Feb.
Disease,Uromyces Appendiculatus
Disease,Geminivirus
Pest,Beauveria Bassiana
Nutrient,Salicylic Acid
Nutrient,Brassinoloid
Fertilizer,Tnau Pulse Wonder
District,Tanjore District
Pest,Bruchid
Pesticide,Chlorothalonil
Nutrient,Pseudomonas Fluorescens
Nutrient,T. Asperellum
Fertilizer,Tnau Micro Nutrient Mixture
Fertilizer,Caocl2
Fertilizer,Caco3
Biofertilizer,Rhizobial Culture
Crop,Bengalgram
Disease,Fusarium Oxysporum F. Sp. Ciceri
Biocontrol_agent,Trichoderma Viride
Location,Coimbatore
Location,Erode
Location,Salem
Location,Namakkal
Location,Dharmapuri
Fertilizer,Naa
Fertilizer,Salicylic Acid
Location,North Western Zone
Season,South-West
Season,North-East
Soil,Rice Fallows
Pesticide,Imazythypur
Disease,Bud Blight
Pest,Thrips Palmi
Crop,Sword Bean
Pest,Spotted Pod Borer
Pest,Blue Butterflies
Pest,Blister Beetles
Disease,Yellow Mosaic Virus
Fertilizer,Ammonium Sulphate
Nutrient,Borax
Nutrient,Calcium
Nutrient,Sulphur
Soil,Moisture
Disease,Khadhasty Malady
Pest,Pod Scab Nematode
Pesticide,Planofix
Fertilizer,Coir Pith
Fertilizer,Fe Edta
Crop,Co7
Crop,Alr3
Crop,Co2
Crop,Co4
Crop,Tmv2
Crop,Alg320
Fertilizer,Tnau Groundnut Rich
Pesticide,Rhizobial Culture Tnau14
Crop,Bold Seed Varieties
Soil,Calcareous Soils
Fertilizer,Rhizobial Culture Tnau14
Soil,Rice Kanji
Nutrient,Dap
Nutrient,Ammonium Sulphate
Pest,Amsacta Albistriga
Pesticide,Metiram
Pesticide,Pyraclostrobin
Pesticide,Sulphur
Pesticide,Bitertanol
Disease,Groundnut Bud Necrosis Virus
Pest,Frankliniella Schultzeii
Nutrient,Cacl2
Pesticide,Mh
Pesticide,T. Asperellum
Pest,Orosius Albicinctus
Crop,Gingelly
Nutrient,Azotobacter
Fertilizer,Manganese Sulphate
Pest,Microplitis Maculipennis
Pesticide,Chlorpyrifos
Pesticide,Profenophos
Pesticide,Thiodicarb
Pest,Trialeurodes Ricini
Pest,Conogethus Punctiferalis
Nutrient,Kh2Po4
Crop,Samai
Crop,Small Onion
Location,Kalrayan Hills
Location,Javadhu Hills
Location,Yelagiri Hills
Pesticide,Profenofos
Fertilizer,Kh2Po4
Disease,Tobacco Streak Virus
Disease,Rhizopus Sp
Disease,Charcoal Rot
Disease,Head Rot
Disease,Necrosis Virus Disease
Pesticide,Boric Acid
Fertilizer,Superphosphate
Fertilizer,Muriate Of Potash
Nutrient,Am Fungi
Crop,Wild Indigo
Crop,Calapagonium
Crop,Napier Grass
Crop,Guinea Grass
Location,Pollachi Tract
District,Kanyakumari District
Crop,Vanilla
Crop,Pepper
Crop,Cocoa
Crop,Nutmeg
Pesticide,Glyphosate
Fertilizer,Organic Manure
Nutrient,Gypsum
Nutrient,Magnesium Sulphate
Fertilizer,Tnau Coconut Tonic
Pest,Leaf Caterpillar
Location,Coconut Gardens
Location,Eastern Region
Month,November
Month,May
Month,August
Month,January
Fertilizer,Copper Sulphate
Fertilizer,Ammonium Molybdate
Pesticide,"2, 4-D"
Pesticide,Methyldematon
Disease,Basal Stem Rot
Crop,High Yielding Coconut Palms
Crop,Seednuts
FarmerPractice,Nursery
FarmerPractice,Drainage
Soil,Ph
Crop,Germination
Fertilizer,Mgso4
Fertilizer,Epsum Salt
Nutrient,Potassium
Nutrient,Magnesium
Nutrient,Iron
Nutrient,Manganese
Nutrient,Copper
Nutrient,Zinc
Pesticide,"2, 4-5-T"
Pesticide,Dalapon
Pesticide,Tca
Pesticide,Paraquat
Season,Summer Months
Crop,Young Palms
Crop,Functional Leaves
Crop,Bunches
Crop,Female Inflorescences
Crop,Male Inflorescence
Nutrient,Leaf Area
FarmerPractice,Drainage Channels
Soil,Permeability
Soil,Top Soil
Fertilizer,Green Leaves
Disease,Leaf Malformations
Disease,Little Leaf
Disease,Orange Frond
Disease,Chlorosis
Disease,Necrosis
FarmerPractice,Ablation
Pesticide,Baculovirus Oryctusvirus
Pesticide,Metarhizium Anisopliae
Disease,Pestalotiopsis
Nutrient,Fresh Fruit Bunches (Ffb)
Location,Little Andamans
Crop,Adult Palms
FarmerPractice,Drought Resistance
FarmerPractice,Weeding
FarmerPractice,Pruning
Crop,Oilpalm
Disease,Root Rot Disease
Fertilizer,Multi K
Soil,Gunnies
Irrigation,Drip Irrigation System
Soil,Rainfed Conditions
FarmerPractice,Bamboo
FarmerPractice,Tractor
FarmerPractice,Country Plough
FarmerPractice,Spacings
Crop,Kapas
Pesticide,Trifloxy Salfuron
District,Madurai
Crop,Fuzzy Seeds
Crop,Delinted Seeds
Crop,Hybrid
Crop,Variety
Location,Thirumangalam
Location,Sattur
Location,Kovilpatti
Crop,Lra 5166
Crop,Svpr 2
Crop,Kc 2
Crop,Kc 3
Crop,K 11
Pesticide,Pyrithiobac Sodium
Pest,Helicoverpa
Pest,Chelonus Blackburnii
Pesticide,Imida Cloprid
Pesticide,Diflubenzuron
Pesticide,Novaluron
Pesticide,Spinetoram
Crop,Bhendi
Disease,Boll Rot
Disease,Cercospora Gossypii
Disease,Damping Off
Disease,Fusarium Wilt
Nutrient,Bacillus Subtilis
Nutrient,Trichoderma Asperellum
Pest,Yellow Mite
Pest,Verticillium Lecanii
Disease,Fusarium Oxysporum F. Sp. Vasinfectum
Pest,Trichoderma Asperellum
Fertilizer,Mussoorie Rock Phosphate
Fertilizer,Pressmud
Season,Winter Crop
Season,Summer Crop
District,Cuddalore
District,Sirugamani
District,Melalathur
Nutrient,Ca
Fertilizer,Psb
Pesticide,Oxyflurofen
Nutrient,Boron
Fertilizer,Rhizobium
Fertilizer,Gluconacetobacter Diazotrophicus
Pest,Cyperus Rotandus
Pest,Shoot Borer
Disease,Nitrogen Deficiency
Disease,Phosphorus Deficiency
Disease,Potassium Deficiency
Disease,Iron Deficiency
Disease,Boron Deficiency
Disease,Sett Rot
Disease,Smut
Disease,Grassy Shoot Disease
Biofertilizer,Gluconacetobacter Diazotrophicus
Soil,Sandy Soil
Irrigation,Irrigated Condition
FarmerPractice,Drip Fertigation System
Irrigation,Sprinkler Irrigation
FarmerPractice,Biofertilizer Treatment
Pesticide,Chlorantraniprole
Pest,Isotima Javensis
Pest,Ceratovacuna Lanigera
Pest,Dipha Aphidivora
Pest,Micromus
Pest,Coccinellids
Pesticide,Verticillium Lecanii
Crop,Tropical Sugarbeet
Soil,Clayey Loam
Nutrient,Sugar
Crop,Cauvery
Crop,Indus
Crop,Shubhra
Location,Syngenta India Ltd.
Location,Pune
Crop,Fodder Maize
Crop,Fodder Cowpea
Crop,Kolukattai Grass
Crop,Stylosanthes Scabra
Crop,Desmanthus
Crop,Cumbu Napier Hybrid Grass
Crop,Bajra Naiper Hybrid Grass
Pesticide,Znso4
Fertilizer,Bone Meal
Nutrient,Mineral Mixture
Nutrient,Supernatant Clear Lime Water
Season,October To January
Soil,Well Drained Black Cotton Soils
Soil,Alkaline Soils
Location,Cib&Rc
Pesticide,Sulphuric Acid
Crop,Mushrooms
Crop,Button Mushroom
Crop,Oyster Mushroom
Crop,Paddy Straw Mushroom
Crop,Milky Mushroom
Season,October-November
Irrigation,Irrigated Conditions
Irrigation,Rainfed Conditions
Soil,Agricultural Residues
Soil,Agro-Residues
Soil,Potato Dextrose Agar
Fertilizer,Calcium Carbonate
Fertilizer,Tnau Biomineralizer
Microorganism,Azotobacter
Microorganism,Azospirillum
Microorganism,Pseudomonas
Microorganism,Phosphobacteria
Fertilizer,Biocompost
Soil,Coir Dust
Fertilizer,Poultry Manure
Microorganism,Pleurotus Sajor-Caju
Microorganism,Bacillus
Microorganism,Trichoderma
Fertilizer,Earthworm Castings
FarmerPractice,Vermicomposting
Crop,Crop Residues
Crop,Weed Biomass
Crop,Vegetable Waste
Crop,Leaf Litter
Crop,Hotel Refuse
Crop,Waste From Agro-Industries
Crop,Biodegradable Portion Of Urban And Rural Wastes
Crop,Cattle Dung
Crop,Biogas Slurry
Pest,African Earthworm
Pest,Red Worms
Pest,Composting Worm
Fertilizer,Untreated Distillery Effluent
Fertilizer,Phosphogypsum
Fertilizer,Iron Pyrites
Fertilizer,Elemental Sulphur
Fertilizer,Press-Mud
Fertilizer,Farmyard Manure
Fertilizer,Coir Dust
Fertilizer,Green Manures
Fertilizer,Blue Green Algae
District,Karur District
District,Vellore District
Crop,Typha Latifolia
Crop,Pharagmitis Australis
Crop,Cyperus Pangorei
Pest,Uzi Fly
Pesticide,Benzoic Acid
Pesticide,Sampoorna
Pesticide,Dithane M 45
Disease,Aspergillosis
Crop,Mulberry
Crop,Aegle Marmelos
Crop,Thuja Orientalis
Crop,Psoralea Corylifolia
Crop,Plectranthus Amboinicus
Crop,Teak
Crop,Ailanthus
Crop,Kadam
Pesticide,Triazophos
Fertilizer,Ssp
Fertilizer,Micro Nutrient Mixture
Soil,Coir Pith
Soil,Coconut Sheaths
Soil,Rice Straw
FarmerPractice,Silvicultural Thinning
FarmerPractice,Nutrient Management
Crop,Briquettes
Crop,Biomass
Crop,Melia Dubia
Crop,Neolamarkia Cadamba
Crop,Swietenia Macrophylla
Crop,Melia Volkensii
Crop,Red Gram
FarmerPractice,Pigeon
FarmerPractice,Goat
FarmerPractice,Fishery
FarmerPractice,Biogas
Location,Forest College And Research Institute
Soil,0.75 Acre
Weather,200°C
Nutrient,40 Percentage
Nutrient,10-12 Percent
Fertilizer,Recycled Poultry Manure
Fertilizer,Recycled Fishpond Silt
Fertilizer,Poultry Dropping
Fertilizer,Goat Droppings
Fertilizer,Pigeon Droppings
Crop,C. Glaucus
Crop,E. Officinalis
Crop,Cenchrus Setigerus
Crop,Stylosanthes Hamata
Crop,Pillipesara
Soil,Salinity
Soil,Sodicity
Soil,Acidity
Soil,Nutrient Toxicities
Fertilizer,Bio-Compost
Nutrient,Mop
District,Pudukkottai
Location,Ooty
Location,Kodaikkanal
Location,Yercaud
Location,Western Zone
Location,Aduthurai
Soil,Sandy Soils
Soil,Clay Soils
Soil,Hard Pan
Soil,Surface Crusting
Soil,Chemical Constraints
Soil,Physical Constraints
Soil,Alfisols
Soil,High Permeable Red Soils
FarmerPractice,Conventional Cropping
FarmerPractice,Duck-Cum-Fish Culture
FarmerPractice,Cropping System
Soil,River Sand
Soil,Red Loam Soil
Soil,Black Soil
Pest,Aphid
Location,Tnau
District,Aruppukottai
District,Paramakudi
District,Muthukulathur
District,Thiruvadanai
District,Sathur
District,Srivilliputhur
District,Kovilpatti
District,Vilathikulam
District,Sankarankovil
District,Srivaikuntam
District,Udumalpet
District,Dharapuram
District,Palladam
District,Gobichettipalayam
District,Bhavani
District,Avinashi
District,Uthamapalayam
District,Palani
District,Kodaikanal
District,Vedasandur
District,Dindugul
District,Nilakottai
District,Usilampatti
District,Thirumangalam
District,Periakulam
District,Karur
District,Tiruchendur
District,Nanguneri
District,Ambasamudram
District,Thiruthuraipoondi
District,Lalgudi
District,Musiri
Crop,Nuts
Crop,Tall (East Coast)
Crop,Dwarf (Yellow)
Crop,Tall X Dwarf
Crop,Dwarf X Tall
Pest,Eriophyid Mite
Location,Cauvery Basin
Crop,Adt 43
FarmerPractice,Biomass Gas Stove
FarmerPractice,Downdraft Gasifier
FarmerPractice,Solar Tunnel Dryer
Fertilizer,Biogas
Fertilizer,Bio-Diesel
Disease,Black Or Stem Rust
Disease,Puccinia Graminis Tritici
Crop,Barberry
Pest,Uredospores
Pest,Teliospores
Pesticide,Propioconazole
Crop,Pbw 343
Crop,Pbw 550
Crop,Pbw 17
Crop,Kalyan Sona
Crop,S227
Crop,Pv18
Crop,Hd2021
Crop,Hd4513
Crop,Hd4519
Disease,Helminthosporium Leaf Spot
Disease,Helminthosporium Spp.
Disease,Culmiculous Smut
Pest,Diatraea Dyari
Pesticide,Triademefon
Crop,Co 62198
Crop,Co 7704
Crop,Co 8001
Crop,Co 8201
Crop,Erianthus Fulvus
Crop,Saccharum Spontaneum
Crop,Sorghum Vulgare
Crop,S. Halepense
Crop,S. Robustum
Crop,Imperata Arundinacea
Crop,Cyperus Dilatatus
Crop,Pearlmillet
Crop,Green Manure Crops
Irrigation,Irrigation Water
Weather,Rain
Weather,High Day Temperature
Weather,Low Humidity
Soil,Low Soil Moisture
Fertilizer,Excess Doses Of Nitrogenous Fertilizers
Crop,Fingermillet
Disease,Sugarcane Mosaic Potyvirus
Disease,Phytoplasma
Disease,Damping-Off
