source,relation,target
Sorghum,REQUIRES,Fym
Sorghum,REQUIRES,Trichoderma Spp.
Sorghum,REQUIRES,Drought
Sorghum,REQUIRES,Drought
Sorghum,REQUIRES,High Relative Humidity
Sorghum,REQUIRES,Calcium Carbonate
Sorghum,REQUIRES,High Humidity
Sorghum,REQUIRES,High Temperature
Sorghum,REQUIRES,Cloudy Weather
Sorghum,REQUIRES,High Rainfall
Sorghum,REQUIRES,Cool Night Temperature
Sorghum,REQUIRES,Free Water
Sorghum,REQUIRES,Low Temperature
Sorghum,REQUIRES,Trichoderma Spp.
Sorghum,REQUIRES,Trichoderma Spp.
Sorghum,HAS_SYMPTOM,Honey Dew
Sorghum,HAS_SYMPTOM,Honey Dew
Wheat,GROWN_IN,Cotton
Wheat,GROWN_IN,Andhra Pradesh
Wheat,GROWN_IN,Jammu And Kashmir
Wheat,GROWN_IN,Jammu
Wheat,GROWN_IN,Soil
Wheat,GROWN_IN,Punjab
Wheat,GROWN_IN,Haryana
Wheat,GROWN_IN,India
Wheat,GROWN_IN,Karnataka
Wheat,GROWN_IN,Tamil Nadu
Wheat,GROWN_IN,Maharashtra
Wheat,GROWN_IN,Gujarat
Wheat,GROWN_IN,Jammu Province
Wheat,GROWN_IN,Bihar
Wheat,GROWN_IN,Jharkhand
Wheat,GROWN_IN,Himachal Pradesh
Wheat,GROWN_IN,Jammu And Kashmir
Wheat,GROWN_IN,Jharkhand
Wheat,GROWN_IN,Madhya Pradesh
Wheat,GROWN_IN,Rajasthan
Wheat,GROWN_IN,Uttar Pradesh
Wheat,GROWN_IN,West Bengal
Wheat,GROWN_IN,Tamil Nadu
Wheat,GROWN_IN,Karnataka
Wheat,GROWN_IN,Indo-Gangetic Plains
Wheat,GROWN_IN,U.P
Wheat,GROWN_IN,Adilabad
Wheat,GROWN_IN,M.P
Wheat,GROWN_IN,W.B
Wheat,GROWN_IN,Eastern Parts Of U.P
Wheat,GROWN_IN,Punjab
Wheat,GROWN_IN,Adilabad
Wheat,GROWN_IN,Haryana
Wheat,GROWN_IN,Uttar Pradesh
Wheat,GROWN_IN,Hermetic Storage
Wheat,GROWN_IN,Mechanical Thresher
Wheat,GROWN_DURING,Rabi
Wheat,GROWN_DURING,Jammu And Kashmir
Wheat,GROWN_DURING,Irrigation
Wheat,GROWN_DURING,Jammu And Kashmir
Wheat,GROWN_DURING,Winter Season
Wheat,GROWN_DURING,Season
Wheat,GROWN_DURING,Dry Season
Wheat,GROWN_DURING,Rabi Marketing Season
Wheat,AFFECTED_BY,Aphids
Wheat,AFFECTED_BY,Irrigation
Wheat,AFFECTED_BY,Pests
Wheat,AFFECTED_BY,Jassids
Wheat,AFFECTED_BY,Flea Beetle
Wheat,AFFECTED_BY,Drought
Wheat,AFFECTED_BY,Water Stress
Wheat,AFFECTED_BY,Soil Moisture Stress
Wheat,AFFECTED_BY,Lepidoptera
Wheat,AFFECTED_BY,Rust
Wheat,AFFECTED_BY,Shootfly
Wheat,AFFECTED_BY,Helminthosporium Maydis
Wheat,AFFECTED_BY,Smut
Wheat,AFFECTED_BY,Black Or Stem Rust
Wheat,AFFECTED_BY,Helminthosporium Leaf Spot
Wheat,AFFECTED_BY,Termite
Wheat,AFFECTED_BY,Rat
Wheat,AFFECTED_BY,Leaf Blight
Wheat,AFFECTED_BY,Phalaris Minor
Wheat,AFFECTED_BY,Wheat Gall Nematode
Wheat,AFFECTED_BY,Hopper
Wheat,AFFECTED_BY,Pyrilla Perpusilla
Wheat,AFFECTED_BY,Wheat Bug
Wheat,AFFECTED_BY,Wheat Thrips
Wheat,AFFECTED_BY,Cut Worms
Wheat,AFFECTED_BY,Pink Borer
Wheat,AFFECTED_BY,Karnal Bunt
Wheat,AFFECTED_BY,Black Rust
Wheat,AFFECTED_BY,Brown Rust
Wheat,AFFECTED_BY,Yellow Rust
Wheat,AFFECTED_BY,Black Stem Rust
Wheat,AFFECTED_BY,Rust Diseases
Wheat,AFFECTED_BY,Stem Rust
Wheat,AFFECTED_BY,Leaf Rust
Wheat,AFFECTED_BY,Stripe Rust
Wheat,AFFECTED_BY,Disease Resistance
Wheat,AFFECTED_BY,Armyworm
Wheat,AFFECTED_BY,Puccinia Spp.
Wheat,AFFECTED_BY,Lepidoptera
Wheat,CONTROLLED_BY,Integrated Pest Management
Wheat,CONTROLLED_BY,Mancozeb
Wheat,CONTROLLED_BY,Bavistin
Wheat,CONTROLLED_BY,Hinosan
Wheat,CONTROLLED_BY,Zineb
Wheat,CONTROLLED_BY,Thiram
Wheat,CONTROLLED_BY,Carboxin
Wheat,CONTROLLED_BY,Green Revolution
Wheat,CONTROLLED_BY,Precision Irrigation
Wheat,CONTROLLED_BY,Solar-Powered Pumps
Wheat,CONTROLLED_BY,Farm Ponds
Wheat,CONTROLLED_BY,Sprinkler Irrigation
Wheat,CONTROLLED_BY,Improved Varieties
Wheat,CONTROLLED_BY,Fertilization
Wheat,CONTROLLED_BY,Vitavax
Wheat,CONTROLLED_BY,Carbandazim
Wheat,CONTROLLED_BY,Weedicide
Wheat,CONTROLLED_BY,Zineb
Wheat,CONTROLLED_BY,Plantavax
Wheat,CONTROLLED_BY,Thresher
Wheat,CONTROLLED_BY,Green Revolution
Wheat,CONTROLLED_BY,Reaper
Wheat,CONTROLLED_BY,Reaper Binder
Wheat,CONTROLLED_BY,Minimum Support Prices
Wheat,CONTROLLED_BY,Indophil M-45
Wheat,CONTROLLED_BY,Indophil Z-78
Wheat,DEPENDS_ON,Chemical Fertilizers
Wheat,DEPENDS_ON,High Yielding Variety Of Seeds
Wheat,REQUIRES,Irrigation
Wheat,REQUIRES,Fertilizers
Wheat,REQUIRES,Trichoderma Spp.
Wheat,REQUIRES,Water
Wheat,REQUIRES,Trichoderma Spp.
Wheat,REQUIRES,Water
Wheat,REQUIRES,Minimum Support Price
Wheat,REQUIRES,Potash
Wheat,REQUIRES,Nitrogen
Wheat,REQUIRES,Uredospores
Wheat,REQUIRES,Teliospores
Wheat,REQUIRES,Nitrogen
Wheat,REQUIRES,Nematodes
Wheat,REQUIRES,Potash
Wheat,REQUIRES,Irrigation
Wheat,REQUIRES,Trichoderma Spp.
Wheat,REQUIRES,Trichoderma Spp.
Wheat,GROWN_AFTER,Maize
Chickpea,GROWN_IN,Andhra Pradesh
Chickpea,GROWN_IN,Haryana
Chickpea,GROWN_IN,India
Chickpea,GROWN_IN,Agro-Ecosystem
Chickpea,GROWN_IN,Karnataka
Chickpea,GROWN_IN,Maharashtra
Chickpea,GROWN_IN,Bihar
Chickpea,GROWN_IN,Madhya Pradesh
Chickpea,GROWN_IN,Rajasthan
Chickpea,GROWN_IN,Uttar Pradesh
Chickpea,GROWN_IN,Agro-Ecosystem
Chickpea,GROWN_DURING,Rabi
Chickpea,GROWN_DURING,Irrigation
Chickpea,AFFECTED_BY,Disease Resistance
Chickpea,AFFECTED_BY,Pulse Beetle
Chickpea,CONTROLLED_BY,Pod Borer
Chickpea,DEPENDS_ON,Irrigation
Chickpea,REQUIRES,Water Productivity
Chickpea,REQUIRES,0.63 Kg/M3
Gram,GROWN_IN,Andhra Pradesh
Gram,GROWN_IN,Punjab
Gram,GROWN_IN,India
Gram,GROWN_IN,Kathua
Gram,GROWN_IN,Northern India
Gram,GROWN_DURING,Dryland Agriculture
Sunflower,GROWN_IN,Andhra Pradesh
Sunflower,GROWN_IN,Soil
Sunflower,GROWN_IN,India
Sunflower,GROWN_IN,Integrated Pest Management
Sunflower,GROWN_IN,Coconut Gardens
Sunflower,GROWN_IN,Edible Oil
Sunflower,GROWN_DURING,Rabi
Sunflower,AFFECTED_BY,Helicoverpa Armigera
Sunflower,AFFECTED_BY,Bemisia Tabaci
Sunflower,AFFECTED_BY,Lepidoptera
Sunflower,AFFECTED_BY,Puccinia Helianthi
Sunflower,AFFECTED_BY,Macrophomina Phaseolina
Sunflower,AFFECTED_BY,Tobacco Streak Virus
Sunflower,AFFECTED_BY,Rhizopus Sp
Sunflower,AFFECTED_BY,Myzus Persicae
Sunflower,AFFECTED_BY,Leucinodes Orbonalis
Sunflower,AFFECTED_BY,Apion Corchori
Sunflower,AFFECTED_BY,Anomis Sabulifera
Sunflower,AFFECTED_BY,Polyphagotarsonemus Latus
Sunflower,AFFECTED_BY,Epialtes Excultus
Sunflower,AFFECTED_BY,Amrasca Biguttula Biguttula
Sunflower,AFFECTED_BY,Cestius Phycitis
Sunflower,AFFECTED_BY,Tetranychus Urticae
Sunflower,AFFECTED_BY,Lepidoptera
Sunflower,CONTROLLED_BY,Malathion
Sunflower,CONTROLLED_BY,Mancozeb
Sunflower,CONTROLLED_BY,Carbendazim
Sunflower,CONTROLLED_BY,Pseudomonas Fluorescens
Sunflower,CONTROLLED_BY,Spinosad
Sunflower,CONTROLLED_BY,Indoxacarb
Sunflower,CONTROLLED_BY,Thiram
Sunflower,CONTROLLED_BY,Pseudomonas Fluorescens
Sunflower,CONTROLLED_BY,Difenoconazole
Sunflower,CONTROLLED_BY,Pseudomonas Fluorescens
Sunflower,CONTROLLED_BY,Naa
Sunflower,CONTROLLED_BY,Naa
Sunflower,CONTROLLED_BY,Pseudomonas Fluorescens
Sunflower,CONTROLLED_BY,Naa
Sunflower,CONTROLLED_BY,Thiodicarb
Sunflower,CONTROLLED_BY,Profenofos
Sunflower,REQUIRES,Npk
Sunflower,REQUIRES,Npk
Sunflower,GROWN_AFTER,Maize
Barley,GROWN_IN,Andhra Pradesh
Barley,GROWN_IN,Ladakh
Barley,GROWN_IN,Punjab
Barley,GROWN_IN,India
Barley,GROWN_IN,Ladakh
Barley,GROWN_IN,Bengal
Barley,GROWN_DURING,Rabi
Barley,GROWN_DURING,Dry Season
Barley,AFFECTED_BY,Helminthosporium Maydis
Barley,REQUIRES,Irrigation
Barley,REQUIRES,Cattle
Barley,REQUIRES,Cattle
Barley,REQUIRES,Cattle
Barley,REQUIRES,Irrigation
Maize,GROWN_IN,Andhra Pradesh
Maize,GROWN_IN,Jammu And Kashmir
Maize,GROWN_IN,Kashmir Valley
Maize,GROWN_IN,Ladakh
Maize,GROWN_IN,Jammu
Maize,GROWN_IN,Soil
Maize,GROWN_IN,Punjab
Maize,GROWN_IN,India
Maize,GROWN_IN,Okra
Maize,GROWN_IN,Karnataka
Maize,GROWN_IN,Tamil Nadu
Maize,GROWN_IN,Maharashtra
Maize,GROWN_IN,Gujarat
Maize,GROWN_IN,Jammu Province
Maize,GROWN_IN,Doda
Maize,GROWN_IN,Jammu
Maize,GROWN_IN,Jammu
Maize,GROWN_IN,Bihar
Maize,GROWN_IN,Chhattisgarh
Maize,GROWN_IN,Goa
Maize,GROWN_IN,Jammu And Kashmir
Maize,GROWN_IN,Rajasthan
Maize,GROWN_IN,Sikkim
Maize,GROWN_IN,Tripura
Maize,GROWN_IN,West Bengal
Maize,GROWN_IN,Usa
Maize,GROWN_IN,Ladakh
Maize,GROWN_IN,Tamil Nadu
Maize,GROWN_IN,Napier Grass
Maize,GROWN_IN,Eastern Region
Maize,GROWN_IN,Champawat
Maize,GROWN_IN,Indo-Gangetic Plains
Maize,GROWN_IN,Zea Mays
Maize,GROWN_IN,Andhra Pradesh
Maize,GROWN_IN,North India
Maize,GROWN_IN,Punjab
Maize,GROWN_IN,Karnatak
Maize,GROWN_IN,Hermetic Storage
Maize,GROWN_IN,Field Crops
Maize,GROWN_DURING,Kharif
Maize,GROWN_DURING,Zaid
Maize,GROWN_DURING,Irrigation
Maize,GROWN_DURING,Spring
Maize,GROWN_DURING,Winter
Maize,GROWN_DURING,Moisture Stress
Maize,GROWN_DURING,Excessive Moisture
Maize,GROWN_DURING,Dryland Agriculture
Maize,GROWN_DURING,Wet Season
Maize,AFFECTED_BY,Aphids
Maize,AFFECTED_BY,Pests
Maize,AFFECTED_BY,Diseases
Maize,AFFECTED_BY,Insect Pests
Maize,AFFECTED_BY,Fall Armyworm
Maize,AFFECTED_BY,Stem Borer
Maize,AFFECTED_BY,Shoot Fly
Maize,AFFECTED_BY,Helicoverpa Armigera
Maize,AFFECTED_BY,Zn Deficiency
Maize,AFFECTED_BY,Hairy Caterpillars
Maize,AFFECTED_BY,Zn Deficiency
Maize,AFFECTED_BY,White Grub
Maize,AFFECTED_BY,Pink Stem Borer
Maize,AFFECTED_BY,Aspergillus Flavus
Maize,AFFECTED_BY,Downy Mildew
Maize,AFFECTED_BY,Shootfly
Maize,AFFECTED_BY,Crazy Top
Maize,AFFECTED_BY,Puccinia Sorghi
Maize,AFFECTED_BY,Exserohilum Turcicum
Maize,AFFECTED_BY,Helminthosporium Maydis
Maize,AFFECTED_BY,Ash Weevil
Maize,AFFECTED_BY,Aflatoxin-B1
Maize,AFFECTED_BY,Cutworm
Maize,AFFECTED_BY,Fusarium Verticillioides
Maize,AFFECTED_BY,Fusarium Graminearum
Maize,AFFECTED_BY,Aspergillus Niger
Maize,AFFECTED_BY,Aspergillus Ochraceus
Maize,AFFECTED_BY,Spodoptera Furgiperda
Maize,AFFECTED_BY,Phadka Grasshopper
Maize,CONTROLLED_BY,Malathion
Maize,CONTROLLED_BY,Irrigation
Maize,CONTROLLED_BY,Mancozeb
Maize,CONTROLLED_BY,Carbaryl
Maize,CONTROLLED_BY,Carbendazim
Maize,CONTROLLED_BY,Pseudomonas Fluorescens
Maize,CONTROLLED_BY,Dimethoate
Maize,CONTROLLED_BY,Thiamethoxam
Maize,CONTROLLED_BY,Imidacloprid
Maize,CONTROLLED_BY,Butachlor
Maize,CONTROLLED_BY,Lindane
Maize,CONTROLLED_BY,Chlorpyriphos
Maize,CONTROLLED_BY,Thiram
Maize,CONTROLLED_BY,Captan
Maize,CONTROLLED_BY,Carboxin
Maize,CONTROLLED_BY,Atrazine
Maize,CONTROLLED_BY,Pendimethalin
Maize,CONTROLLED_BY,Fluchloralin
Maize,CONTROLLED_BY,Methyl Demeton
Maize,CONTROLLED_BY,Cypermethrin
Maize,CONTROLLED_BY,Deltamethrin
Maize,CONTROLLED_BY,Dichlorvos
Maize,CONTROLLED_BY,Seed Treatment
Maize,CONTROLLED_BY,Fertiliser
Maize,CONTROLLED_BY,Cimmyt
Maize,CONTROLLED_BY,Azoxystrobin
Maize,CONTROLLED_BY,Metalaxyl
Maize,CONTROLLED_BY,Pseudomonas Fluorescens
Maize,CONTROLLED_BY,Beauveria Bassiana
Maize,CONTROLLED_BY,Kresoxim-Methyl
Maize,CONTROLLED_BY,Cyproconazole
Maize,CONTROLLED_BY,Difenoconazole
Maize,CONTROLLED_BY,Fym Or Compost
Maize,CONTROLLED_BY,Composted Coir Pith
Maize,CONTROLLED_BY,Spacing
Maize,CONTROLLED_BY,Harvesting
Maize,CONTROLLED_BY,Seed Storage
Maize,CONTROLLED_BY,Pseudomonas Fluorescens
Maize,CONTROLLED_BY,Beauveria Bassiana
Maize,CONTROLLED_BY,Pseudomonas Fluorescens
Maize,CONTROLLED_BY,Fenvalerate
Maize,CONTROLLED_BY,Monochrotophos
Maize,DEPENDS_ON,Irrigation
Maize,REQUIRES,Kharif
Maize,REQUIRES,Irrigation
Maize,REQUIRES,Npk
Maize,REQUIRES,Fertilizers
Maize,REQUIRES,Azospirillum
Maize,REQUIRES,Trichoderma Spp.
Maize,REQUIRES,Bacillus Thuringiensis
Maize,REQUIRES,Fym
Maize,REQUIRES,Urea
Maize,REQUIRES,Thiamethoxam
Maize,REQUIRES,Imidacloprid
Maize,REQUIRES,Water
Maize,REQUIRES,N
Maize,REQUIRES,Znso4 Heptahydrate
Maize,REQUIRES,Znso4 Monohydrate
Maize,REQUIRES,Di Ammonium Phosphate
Maize,REQUIRES,Trichoderma Spp.
Maize,REQUIRES,Drought
Maize,REQUIRES,Water
Maize,REQUIRES,Water Productivity
Maize,REQUIRES,Drought
Maize,REQUIRES,High Relative Humidity
Maize,REQUIRES,Azospirillum
Maize,REQUIRES,Azospirillum
Maize,REQUIRES,Npk
Maize,REQUIRES,Nitrogen
Maize,REQUIRES,Azospirillum
Maize,REQUIRES,Tnau Mn Mixture
Maize,REQUIRES,Azospirillum
Maize,REQUIRES,Nitrogen
Maize,REQUIRES,Oospores
Maize,REQUIRES,Oospores
Maize,REQUIRES,High Temperature
Maize,REQUIRES,Free Water
Maize,REQUIRES,Low Temperature
Maize,REQUIRES,Oospores
Maize,REQUIRES,Irrigation
Maize,REQUIRES,Bacillus Thuringiensis
Maize,REQUIRES,Bacillus Thuringiensis
Maize,REQUIRES,Bacillus Thuringiensis
Maize,REQUIRES,Trichoderma Spp.
Maize,REQUIRES,Trichoderma Spp.
Maize,INTERCROPPED_WITH,Cowpea
Sugarcane,GROWN_IN,Andhra Pradesh
Sugarcane,GROWN_IN,Jammu
Sugarcane,GROWN_IN,Soil
Sugarcane,GROWN_IN,Punjab
Sugarcane,GROWN_IN,Haryana
Sugarcane,GROWN_IN,India
Sugarcane,GROWN_IN,Karnataka
Sugarcane,GROWN_IN,Tamil Nadu
Sugarcane,GROWN_IN,Maharashtra
Sugarcane,GROWN_IN,Gujarat
Sugarcane,GROWN_IN,Jammu
Sugarcane,GROWN_IN,Jammu
Sugarcane,GROWN_IN,Kashmir
Sugarcane,GROWN_IN,Bihar
Sugarcane,GROWN_IN,Madhya Pradesh
Sugarcane,GROWN_IN,Uttarakhand
Sugarcane,GROWN_IN,Uttar Pradesh
Sugarcane,GROWN_IN,West Bengal
Sugarcane,GROWN_IN,U.P.
Sugarcane,GROWN_IN,Disease-Free Area
Sugarcane,GROWN_IN,Nizamabad
Sugarcane,GROWN_IN,Srikakulam
Sugarcane,GROWN_IN,Vishakapatnam
Sugarcane,GROWN_IN,Punjab
Sugarcane,GROWN_IN,South Asia
Sugarcane,GROWN_IN,Saccharum Officinarum
Sugarcane,GROWN_IN,Chilo Infuscutellus Gv
Sugarcane,GROWN_IN,Field Crops
Sugarcane,GROWN_DURING,Zaid
Sugarcane,GROWN_DURING,Jammu And Kashmir
Sugarcane,GROWN_DURING,Irrigation
Sugarcane,GROWN_DURING,Water
Sugarcane,GROWN_DURING,March
Sugarcane,GROWN_DURING,February
Sugarcane,GROWN_DURING,Dec.-Jan.
Sugarcane,GROWN_DURING,May-June
Sugarcane,GROWN_DURING,July-Aug.
Sugarcane,GROWN_DURING,10-12 Months
Sugarcane,GROWN_DURING,Jammu And Kashmir
Sugarcane,GROWN_DURING,Water
Sugarcane,GROWN_DURING,Winter Crop
Sugarcane,GROWN_DURING,Summer Crop
Sugarcane,GROWN_DURING,April-June
Sugarcane,GROWN_DURING,February-March
Sugarcane,AFFECTED_BY,Irrigation
Sugarcane,AFFECTED_BY,Whitefly
Sugarcane,AFFECTED_BY,Pest
Sugarcane,AFFECTED_BY,Zinc Deficiency
Sugarcane,AFFECTED_BY,Monsoon
Sugarcane,AFFECTED_BY,Red Rot
Sugarcane,AFFECTED_BY,Drought
Sugarcane,AFFECTED_BY,Economic Water Productivity
Sugarcane,AFFECTED_BY,Monsoon
Sugarcane,AFFECTED_BY,Physical Water Productivity
Sugarcane,AFFECTED_BY,Economic Water Productivity
Sugarcane,AFFECTED_BY,Downy Mildew
Sugarcane,AFFECTED_BY,Helminthosporium Maydis
Sugarcane,AFFECTED_BY,Shoot Borer
Sugarcane,AFFECTED_BY,Iron Deficiency
Sugarcane,AFFECTED_BY,Boron Deficiency
Sugarcane,AFFECTED_BY,Sett Rot
Sugarcane,AFFECTED_BY,Smut
Sugarcane,AFFECTED_BY,Grassy Shoot Disease
Sugarcane,AFFECTED_BY,Ceratovacuna Lanigera
Sugarcane,AFFECTED_BY,Helminthosporium Leaf Spot
Sugarcane,AFFECTED_BY,Diatraea Dyari
Sugarcane,AFFECTED_BY,Sugarcane Mosaic Potyvirus
Sugarcane,AFFECTED_BY,Phytoplasma
Sugarcane,AFFECTED_BY,Damping-Off
Sugarcane,AFFECTED_BY,Leaf Spot
Sugarcane,AFFECTED_BY,Fusarium Oxysporum F.Sp. Vasinfectum
Sugarcane,AFFECTED_BY,Termite
Sugarcane,AFFECTED_BY,Pyrilla Perpusilla
Sugarcane,AFFECTED_BY,Sugarcane White Leaf
Sugarcane,AFFECTED_BY,Colletotrichum Falcatum
Sugarcane,AFFECTED_BY,Grassy Shoot
Sugarcane,AFFECTED_BY,Drought-Tolerant
Sugarcane,AFFECTED_BY,Disease-Tolerant
Sugarcane,AFFECTED_BY,Pyrilla
Sugarcane,AFFECTED_BY,Chilo Infuscatellus
Sugarcane,AFFECTED_BY,Scirpophaga Nivella
Sugarcane,AFFECTED_BY,Smut Of Sugarcane
Sugarcane,AFFECTED_BY,Whip Smut
Sugarcane,CONTROLLED_BY,Malathion
Sugarcane,CONTROLLED_BY,Irrigation
Sugarcane,CONTROLLED_BY,Tridemorph
Sugarcane,CONTROLLED_BY,Mancozeb
Sugarcane,CONTROLLED_BY,Carbendazim
Sugarcane,CONTROLLED_BY,Dimethoate
Sugarcane,CONTROLLED_BY,Drip Irrigation
Sugarcane,CONTROLLED_BY,Imidacloprid
Sugarcane,CONTROLLED_BY,Cartap Hydrochloride
Sugarcane,CONTROLLED_BY,Fipronil
Sugarcane,CONTROLLED_BY,Carbofuran
Sugarcane,CONTROLLED_BY,Chlorpyriphos
Sugarcane,CONTROLLED_BY,Thiram
Sugarcane,CONTROLLED_BY,Captan
Sugarcane,CONTROLLED_BY,Gene Revolution
Sugarcane,CONTROLLED_BY,Micro Irrigation
Sugarcane,CONTROLLED_BY,Micro Irrigation
Sugarcane,CONTROLLED_BY,Drip Irrigation
Sugarcane,CONTROLLED_BY,Trichogramma Chilonis
Sugarcane,CONTROLLED_BY,Phorate
Sugarcane,CONTROLLED_BY,Metalaxyl
Sugarcane,CONTROLLED_BY,Beauveria Bassiana
Sugarcane,CONTROLLED_BY,Beauveria Bassiana
Sugarcane,CONTROLLED_BY,Manganese
Sugarcane,CONTROLLED_BY,Metarhizium Anisopliae
Sugarcane,CONTROLLED_BY,Verticillium Lecanii
Sugarcane,CONTROLLED_BY,Chlorantraniprole
Sugarcane,CONTROLLED_BY,Dipha Aphidivora
Sugarcane,CONTROLLED_BY,Micromus
Sugarcane,CONTROLLED_BY,Coccinellids
Sugarcane,CONTROLLED_BY,Verticillium Lecanii
Sugarcane,CONTROLLED_BY,Thiram
Sugarcane,CONTROLLED_BY,Captan
Sugarcane,CONTROLLED_BY,Boran
Sugarcane,CONTROLLED_BY,Emisan
Sugarcane,CONTROLLED_BY,Icar
Sugarcane,CONTROLLED_BY,Icar
Sugarcane,CONTROLLED_BY,Icar
Sugarcane,CONTROLLED_BY,Sugar Revolution
Sugarcane,CONTROLLED_BY,Carbofuran 3G
Sugarcane,CONTROLLED_BY,Minimum Support Prices
Sugarcane,DEPENDS_ON,Bajra
Sugarcane,DEPENDS_ON,Sorghum
Sugarcane,DEPENDS_ON,Maize
Sugarcane,DEPENDS_ON,Irrigation
Sugarcane,DEPENDS_ON,Drought
Sugarcane,DEPENDS_ON,Groundwater
Sugarcane,DEPENDS_ON,Heavy Soils
Sugarcane,DEPENDS_ON,Drought
Sugarcane,DEPENDS_ON,Ragi
Sugarcane,DEPENDS_ON,Erianthus Fulvus
Sugarcane,DEPENDS_ON,Saccharum Spontaneum
Sugarcane,DEPENDS_ON,Pearlmillet
Sugarcane,DEPENDS_ON,Collateral Hosts
Sugarcane,REQUIRES,Fym
Sugarcane,REQUIRES,Water
Sugarcane,REQUIRES,Mustard
Sugarcane,REQUIRES,N
Sugarcane,REQUIRES,P
Sugarcane,REQUIRES,K
Sugarcane,REQUIRES,Coriander
Sugarcane,REQUIRES,Drought
Sugarcane,REQUIRES,Water
Sugarcane,REQUIRES,Drought
Sugarcane,REQUIRES,Redgram
Sugarcane,REQUIRES,High Relative Humidity
Sugarcane,REQUIRES,Nitrogen
Sugarcane,REQUIRES,Manganese
Sugarcane,REQUIRES,Boron
Sugarcane,REQUIRES,Co 62198
Sugarcane,REQUIRES,Co 7704
Sugarcane,REQUIRES,Co 8001
Sugarcane,REQUIRES,Co 8201
Sugarcane,REQUIRES,Green Manure Crops
Sugarcane,REQUIRES,Nitrogen
Sugarcane,REQUIRES,High Temperature
Sugarcane,REQUIRES,Free Water
Sugarcane,REQUIRES,Low Temperature
Sugarcane,REQUIRES,Cattle
Sugarcane,REQUIRES,Cattle
Sugarcane,REQUIRES,Cattle
Sugarcane,PREVENTED_BY,Selecting Disease Free Setts
Sugarcane,PREVENTED_BY,Rogueing Infected Plants
Sugarcane,PREVENTED_BY,Growing Resistant Varieties
Sugarcane,PREVENTED_BY,Removing And Burning Affected Plants
Sugarcane,PREVENTED_BY,Spraying
Sugarcane,PREVENTED_BY,Continuous Ratooning
Sugarcane,PREVENTED_BY,Selecting Seed Material From Disease Free Areas
Locust,AFFECTED_BY,Paddy
Locust,AFFECTED_BY,Cotton
Locust,AFFECTED_BY,Bajra
Locust,AFFECTED_BY,Jowar
Aphids,AFFECTED_BY,Paddy
Aphids,AFFECTED_BY,Cotton
Aphids,AFFECTED_BY,Bajra
Aphids,AFFECTED_BY,Jowar
Aphids,AFFECTED_BY,Maize
Aphids,AFFECTED_BY,Brinjal
Aphids,AFFECTED_BY,Thiamethoxam
Aphids,AFFECTED_BY,Pesticide
Aphids,AFFECTED_BY,Imidacloprid
Aphids,AFFECTED_BY,Acephate
Aphids,AFFECTED_BY,Temperature
Aphids,AFFECTED_BY,Safflower
Aphids,AFFECTED_BY,Solanum Nigrum
Aphids,AFFECTED_BY,Mentha Spp.
Aphids,AFFECTED_BY,Black Fungus
Aphids,AFFECTED_BY,Lady Beetles
Aphids,CONTROLLED_BY,Chlorpyriphos
Aphids,CONTROLLED_BY,Chlorpyrifos
Aphids,CAUSES,Sooty Mold
Aphids,TRANSMIT,Cucumber Mosaic Virus
Malathion,CONTROLLED_BY,Locust
Malathion,CONTROLLED_BY,Fruit Fly
Malathion,CONTROLLED_BY,Caterpillars
Malathion,CONTROLLED_BY,Insect Pests
Malathion,CONTROLLED_BY,Empoasca Kerri
Malathion,CONTROLLED_BY,Bruchid
Malathion,CONTROLLED_BY,Inflorescence Caterpillar
Endosulfan,CONTROLLED_BY,Aphids
Endosulfan,CONTROLLED_BY,Insecticides
Endosulfan,CONTROLLED_BY,Caterpillars
Endosulfan,CONTROLLED_BY,Eublemma Hemirrhoda
Endosulfan,CONTROLLED_BY,Semilooper
Endosulfan,REQUIRES,Pesticides
Andhra Pradesh,GROWN_IN,Paddy
Andhra Pradesh,GROWN_IN,Rice
Andhra Pradesh,GROWN_IN,Cotton
Andhra Pradesh,GROWN_IN,Sorghum
Andhra Pradesh,GROWN_IN,Wheat
Andhra Pradesh,GROWN_IN,Sunflower
Andhra Pradesh,GROWN_IN,Barley
Andhra Pradesh,GROWN_IN,Maize
Andhra Pradesh,GROWN_IN,Sugarcane
Andhra Pradesh,GROWN_IN,Oilseeds
Andhra Pradesh,GROWN_IN,Food Grains
Andhra Pradesh,GROWN_IN,India
Andhra Pradesh,GROWN_IN,Fruits
Andhra Pradesh,GROWN_IN,Spices
Andhra Pradesh,GROWN_IN,Cucumber
Andhra Pradesh,GROWN_IN,Pumpkin
Andhra Pradesh,GROWN_IN,Bitter Gourd
Andhra Pradesh,GROWN_IN,Groundnut
Andhra Pradesh,GROWN_IN,Soybean
Andhra Pradesh,GROWN_IN,Linseed
Andhra Pradesh,GROWN_IN,Pigeon Pea
Andhra Pradesh,GROWN_IN,Black Gram
Andhra Pradesh,GROWN_IN,Cashew Nut
Andhra Pradesh,GROWN_IN,Watermelon
Andhra Pradesh,GROWN_IN,Tobacco
Andhra Pradesh,GROWN_IN,Safflower
Andhra Pradesh,GROWN_IN,Muskmelon
Andhra Pradesh,GROWN_IN,Paddy (Rice)
Andhra Pradesh,GROWN_IN,Bajra (Pearl Millet)
Andhra Pradesh,GROWN_IN,Jowar (Sorghum)
